4564,涼宮ハルヒの憂鬱,｢この中に宇宙人、未来人、超能力者がいたら、あたしのところに来なさい。以上!｣入学早々、時を止めるような挨拶をした涼宮ハルヒ。そんなSF小説じゃあるまいし…と、誰でもそう思う…。しかしハルヒは心の底から真剣だった。それに気づいたキョンをとりまく日常は、もうすでに超常になっていた…。涼宮ハルヒが団長の学校未公式団体｢SOS団｣が繰り広げるSF風味の学園ストーリー。,SF/ファンタジー,"[""[キャスト]"", ""涼宮ハルヒ:平野綾／キョン:杉田智和／長門有希:茅原実里／朝比奈みくる:後藤邑子／古泉一樹:小野大輔／朝倉涼子:桑谷夏子／鶴屋さん:松岡由貴／谷口:白石稔／国木田:松元惠／キョン妹:あおきさやか 他"", ""[スタッフ]"", ""原作・構成協力:谷川 流／原作イラスト・キャラクター原案:いとうのいぢ／連載:角川スニーカー文庫刊 ザ・スニーカー 少年エース／シリーズ構成: 涼宮ハルヒとやっぱり愉快な仲間たち／団長:涼宮ハルヒ／団長代理:石原立也／団長補佐:武本康弘／キャラクターデザイン:池田晶子／総作画監督:西屋太志／美術監督:田村せいき／撮影監督:中上竜太／設定:高橋博行／色彩設定:石田奈央美／音響監督:鶴岡陽太(楽音舎)／編集:重村建吾(スタジオごんぐ)／音楽:神前 暁(monaca)／アニメーション制作:京都アニメーション／製作:SOS団"", ""[製作年]"", ""2009年"", ""(c)2006 谷川 流・いとうのいぢ／SOS団 (c)2007,2008,2009 谷川 流・いとうのいぢ／SOS団""]"
4579,銀魂,天人(宇宙人)が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！,アクション/バトル,"[""[キャスト]"", ""坂田銀時:杉田智和／志村新八:阪口大助／神楽:釘宮理恵／定春:高橋美佳子／近藤 勲:千葉進歩／土方十四郎:中井和哉／沖田総悟:鈴村健一／山崎 退:太田哲治／松平片栗虎:若本規夫／桂 小太郎:石田 彰／志村 妙:雪野五月／お登勢:くじら／キャサリン:杉本ゆう／長谷川泰三:立木文彦／猿飛あやめ:小林ゆう／坂本辰馬:三木眞一郎／服部全蔵:藤原啓治／ハタ皇子:阪口候一／寺門 通:高橋美佳子"", ""[スタッフ]"", ""原作:空知英秋／掲載:集英社｢週刊少年ジャンプ｣／監督:高松信司／シリーズ構成:大和屋 暁／キャラクターデザイン･総作画監督:竹内進二／デザインワークス:今石 進／美術監督:野村裕樹／色彩設定:歌川律子／撮影監督:老平 英／編集:瀬山武司／CG監督:真田竹志／音楽:Audio Highs／音響監督:小林克良／アニメーション制作:サンライズ／製作:テレビ東京、電通、サンライズ"", ""[製作年]"", ""2006年"", ""©空知英秋／集英社・テレビ東京・電通・BNP""]"
4608,NANA,東京にいる彼氏の元にむかう小松奈々は、東京行きの列車の中で、ミュージシャンを目指して上京する大崎ナナと隣り合わせる。同じ“NANA”という名前を持つことから意気投合した二人は、その後東京での住まい探しの中で偶然再会し、共同生活を送ることに。奈々(通称ハチ)は、恋人の章司や同郷の友人の淳子や京助たちに助けられながら、東京での生活をスタート。一方ナナは、元恋人で、今は超人気バンド“トラネス”のギタリストとなったレンに対する想いを抱えながら、パンクバンド“ブラスト”のヴォーカルとしてメジャーデビューを目指す。無邪気で素直な奈々と、何事にもクールなナナ。一見正反対に見える二人は、時に衝突しつつも、絆を深めていく。2人の“ナナ”と、彼女らを取り巻く人々の恋や友情、夢の行方は？そして、彼女らを待ち受ける運命とは……。,ドラマ/青春,"[""[キャスト]"", ""大崎ナナ:朴璐美／小松奈々:KAORI／レン:木内秀信／ヤス:川原慶久／タクミ:森川智之／ノブ:関智一／シン:石田彰／レイラ:平野綾／京助:諏訪部順一／淳子:本田貴子／章司:高橋広樹／幸子:小島めぐみ／美里:かないみか／ナオキ:勝杏里／銀平:立木文彦"", ""[スタッフ]"", ""原作:矢沢あい(集英社｢Cookie｣連載)／シリーズ構成:金春智子／キャラクターデザイン:濱田邦彦／美術監督:清水友幸／色彩設計:角本百合子／音響監督:三間雅文／撮影監督:増元由紀大／音楽:長谷川智樹／監督:浅香守生／アニメーション制作:マッドハウス／製作著作:日本テレビ・バップ・集英社・マッドハウス"", ""[製作年]"", ""2006年"", ""©矢沢漫画制作所／集英社・VAP・マッドハウス・NTV""]"
4627,FLAG,2013年8月23日～25日の3日間、さいたまスーパーアリーナで行われた、世界最大級のアニソンライブイベント「Animelo Summer Live 2013 -FLAG NINE-」(アニサマ)の公演模様を配信!!,ライブ/ラジオ/etc.,"[""[キャスト]"", ""＜出演者＞: 【8/23】earthmind/アイドルマスターシンデレラガールズ/ALI PROJECT/串田アキラ/ZAQ/鈴木このみ/茅原実里/ChouCho/中川翔子/nano.RIPE/NoB/藤田麻衣子/ふとしfromキバオブアキバ/FLOW/三澤紗千香/μ's/ミルキィホームズ/May'n/ももいろクローバーZ/Ray 【8/24】あいう♥らぶ/アイドルマスターミリオンスターズ/藍井エイル/アフィリア・サーガ/angela/上坂すみれ/OLDCODEX/栗林みな実/GRANRODEO/Gero/サイキックラバー/土屋アンナ/Zwei/中島 愛/七森中☆ごらく部/春奈るな/fripSide/motsu/山本正之/LiSA 【8/25】 i☆Ris/いとうかなこ/後ろから這いより隊G/小倉 唯/喜多村英梨/黒崎真音/小松未可子/鈴村健一/ST☆RISH(寺島拓篤・鈴村健一・谷山紀章・宮野真守・諏訪部順一・下野 紘・鳥海浩輔)/スフィア/竹達彩奈/田村ゆかり/富永TOMMY弘明/南里侑香/野水いおり/日笠陽子/petit milady/水樹奈々/宮野真守/ゆいかおり ※50音順"", ""[製作年]"", ""2013年"", ""© アニサマプロジェクト2013""]"
4644,カーズ,突然の空港火災。巻き込まれてしまった小さな少女は、炎の中でただ、涙することしかできなかった。しかし、痛みと苦しみに瞳を閉じかけたその時。炎を貫いて現れたのは、自分よりもほんのいくらか年上なだけの、ひとりの少女だった。管理局の魔導師。炎も、障害も、すべてを貫いて自分を助け出してくれた年上の少女の姿に、小さな少女はまた涙した。それは悲しみや痛みの涙ではなく無力な自分と、痛みと苦しみを前に、なにもできない自分の弱さへの涙だった。小さな少女は心に決めた。「強くなる」ことを。４年の時が過ぎ、小さな少女の手足と背丈は、あの時出会った年上の少女と同じくらいには伸びていた。小さな少女はいくらか前、あの時自分を助けてくれた年上の少女の名前を知った。「高町なのは」それは、管理局航空部隊のエースオブエース。雲の彼方、空の向こうよりまだ遠い、星のような存在だった。しかし、小さな少女はもう決めていた。空を飛ぶことができなくても、星にたどり着くことができなくとも。自分の足で大地に立って自分の腕で、空に向かって、星に向かって手を伸ばすこと。小さな少女は、空を見上げる。スバル・ナカジマ、１５歳。憧れに向かって、前に進むために。,アクション/バトル,"[""[キャスト]"", ""高町なのは:田村ゆかり／フェイト・T・ハラオウン:水樹奈々／八神はやて:植田佳奈／リインフォースⅡ:ゆかな／シグナム:清水香里／ヴィータ:真田アサミ／シャマル:柚木涼香／ザフィーラ:一条和矢／スバル・ナカジマ:斎藤千和／ティアナ・ランスター:中原麻衣／エリオ・モンディアル:井上麻里奈／キャロ・ル・ルシエ:高橋美佳子 他"", ""[スタッフ]"", ""原作・脚本:都築真紀／監督:草川啓造／キャラクターデザイン:奥田泰弘／メカニックデザイン:宮澤　努／美術監督・美術設定:片平真司／色彩設定:田﨑智子／撮影監督:中山敦史／音楽:佐野広明／音響監督:亀山俊樹／アニメーション制作:セブン・アークス"", ""[製作年]"", ""2007年"", ""©なのはStrikerS PROJECT""]"
4665,おとぎ銃士 赤ずきん,｢人と精霊が共存し、精霊が力を持って暮らす大陸--ポリフォニカ。人々は精霊の起こす奇跡に頼り、精霊は人の奏でる音楽を糧としてこの世界のありとあらゆる場面でその力を発揮していた。精霊は音楽家の奏でる音楽に操られ、その力を発揮する。その特殊な音楽を奏でる彼らは『神曲楽士(ダンティスト)』と呼ばれ尊敬を集めていた。月の輝く夜、孤児院の屋根で二人は出会った。比類なき強き精霊--コーティカルテ・アパ・ラグランジェスと孤独な少年--フォロン。｢お前を私だけのものにしたい。お前の描き出す魂の形を私だけのものに。--ダメか?｣精霊が口にしたのは契約の言葉。絆を結ぶための神聖な儀式。だが、それは少年にとって一夜の夢のようなできごとだった。そして、時は流れ、あるできごとをきっかけに絆が再び動き出す。,SF/ファンタジー,"[""[キャスト]"", ""タタラ・フォロン:神谷浩史／コーティカルテ・アパ・ラグランジェス:戸松遥／ツゲ・ユフィンリー:川澄綾子／サイキ・レンバルト:小西克幸／ユギリ・ペルセルテ:水樹奈々／ユギリ・プリネシカ:佐藤利奈"", ""[スタッフ]"", ""監督:鈴木利正(｢ヒロイック・エイジ｣)／シリーズ構成:金巻兼一(｢夏目友人帳｣、｢タイタニア｣、｢地獄少女｣シリーズ、｢さよなら絶望先生｣)／脚本:川崎ヒロユキ(｢無限の住人｣、｢ツバサ・クロニクル｣、｢ラブひな｣)関島眞頼(｢スキップ・ビート!｣、｢夏目友人帳｣、｢奥さまは魔法少女｣、｢月詠-MOON PHASE｣)／キャラクターデザイン:小原 充(｢半分の月がのぼる空｣、｢おとぎ銃士 赤ずきん｣)／美術監督:小濱俊裕／美術設計:塩澤良憲／色彩設計:高谷知恵／撮影監督:飯島 亮／編集:関 一彦／音響監督:明田川仁／音響制作:マジックカプセル／音楽制作:ランティス／アニメーション制作:ディオメディア(｢乃木坂春香の秘密｣、｢こどものじかん｣)"", ""[製作年]"", ""2009年"", ""(c)榊一郎/トルバス神曲学院""]"
4670,ブレイブストーリー,20XX年の東京副都心、新宿。料理学校に通う恭平は、いきなり激しい銃撃戦に巻きこまれた。凶悪そうな男にデザートイーグルを乱射する少女の腕には、翼のような刻印が……。後日、コックのバイトに応募した恭平は、巨大トレーラーで4人の少女と出逢う。セイ、メグ、エイミー、そしてジョウ……彼女だけは、どこかで見た気がしてならない。彼女たちこそは華僑組織｢白蘭｣(バーレン)のスペシャリスト。いま新たな指令がくだる!,SF/ファンタジー,"[""[キャスト]"", ""ジョウ:渡辺明乃／メグ:豊口めぐみ／エイミー:高橋美佳子／セイ:田中理恵／恭平:うえだゆうじ"", ""[スタッフ]"", ""監督:大畑晃一(｢一騎当千DragonDestiny｣、｢最遊記RELOAD｣他)／シリーズ構成:志茂文彦(｢涼宮ハルヒの憂鬱｣、｢AIR｣、｢テニスの王子様｣他)／キャラクターデザイン原案:白亜右月(｢ドルアーガの塔｣他)／音響監督:鶴岡陽太(｢犬夜叉｣、｢ラーゼフォン｣、｢巌窟王｣、｢ケロロ軍曹｣他)／音楽:西田マサラ(｢地獄少女｣、｢かりん｣、｢ちょこっとSister｣他)／アニメーション制作:ゴンゾ(｢月面兎兵器ミーナ｣、｢最終兵器彼女｣、｢ブレイブストーリー｣他)／製作:爆天計画"", ""[製作年]"", ""2003年"", ""(C)2003GONZO/爆天計画""]"
4697,DEATH NOTE,2003年より｢週刊少年ジャンプ｣（集英社刊）で連載がスタートし、コミックスの累計発行部数が2100万部を超える大ヒット作品｢DEATH NOTE（デスノート）｣。｢そのノートに名前を書かれた人間は死ぬ｣という力を持つ、死神が落とした恐るべき“デスノート”。天才的な頭脳を持ち、退屈を持て余していた高校生･夜神月（ヤガミ･ライト）がそれを拾った時から、すべては始まった。デスノートを使って、世の中に溢れる犯罪者たちに次々と死の制裁を下していく月は、いつしか“キラ”と呼ばれるようになる。果たして月＝キラは、世界を救う救世主なのか。それとも独裁的な殺人者なのか。キラを崇拝する者、その行為を否定する者。世界は大きく揺れ動いていく…。,ドラマ/青春,"[""[キャスト]"", ""夜神 月:宮野真守／Ｌ・竜崎:山口勝平／リューク:中村獅童／弥 海砂:平野 綾／夜神粧裕:工藤晴香　他"", ""[スタッフ]"", ""原作:大場つぐみ、小畑 健 (集英社　ジャンプコミックス刊)／シリーズ構成:井上敏樹／キャラクターデザイン:北尾 勝／美術監督:一色美緒／色彩設計:橋本 賢／音響監督:山田知明／監督:荒木哲郎／音楽:平野義久、タニウチヒデキ／アニメーション制作:マッドハウス／オープニングテーマ:「the WORLD」ナイトメア（VAP）／エンディングテーマ:「アルミナ」ナイトメア（VAP）／製作著作:日本テレビ放送網株式会社、有限責任事業組合D.N. ドリームパートナーズ・バップ・集英社・マッドハウス"", ""[製作年]"", ""2006年"", ""©大場つぐみ・小畑健/集英社・VAP・マッドハウス・NTV・D.N.ドリームパートナーズ""]"
4708,BALDR FORCE EXE,虚像の世界と仮初の体、そこで得られる真実は？PC用ゲーム、コンシュマー用ゲームとして多くのゲームファンを魅了した大ヒット作のアニメーション化！！,ロボット/メカ,"[""[キャスト]"", ""相馬透:鈴村健一／水坂憐:下屋則子／瀬川みのり:中原麻衣／紫藤彩音:生天目仁美／笹桐月菜:佐藤利奈／リャン:水樹奈々／バチェラ:桑島法子"", ""[スタッフ]"", ""原作:GIGA,Alchemist／監督:田中タカユキ／キャラクターデザイン:山崎ヒデキ／総作画監督:山崎秀樹／主題歌:OP「Face of Fact-RESOLUTION ver.-」KOTOKO,ED「undelete」川田まみ／音響監督:明田川仁／音響制作:マジックカプセル／音楽:渡辺剛／音楽制作:ミュージックブレインズ／アニメーション制作:サテライト"", ""[製作年]"", ""2006年"", ""(C)GIGA／Alchemist／B.E.R.Committee""]"
4730,家庭教師ヒットマンREBORN!,入江正一から｢ボンゴレ匣｣を渡されたツナたち。そして入江から明かされたのは、白蘭のとんでもない野望だった。白蘭の真実、真6弔花、そして｢チョイスバトル｣……。ツナたちの未来を決するバトルはますます激しさを増していく！,コメディ/ギャグ,"[""[キャスト]"", ""リボーン:ニーコ／沢田綱吉:國分優香里／獄寺隼人:市瀬秀和／山本武:井上優／笹川了平:木内秀信／雲雀恭弥:近藤隆／ラル・ミルチ:鈴木真仁／笹川京子:稲村優奈／三浦ハル:吉田仁美／ランボ:竹内順子／イーピン:チャン・リーメイ／ビアンキ:田中理恵／フゥ太:三瓶由布子"", ""[スタッフ]"", ""原作:天野明（週刊少年ジャンプ連載）／監督:今泉賢一／シリーズ構成・脚本:岸間信明／キャラクターデザイン:田中将賀／色彩設計:山下圭子／美術設定:谷内優穂（KUSANAGI）／美術監督:松宮正純（STUDIO LOFT）／撮影監督:濱雄紀（旭プロダクション）／編集:西山茂／音響監督:ハマノカズゾウ／監修:石黒昇／アニメーション制作:アートランド"", ""[製作年]"", ""2009年"", ""©天野明／集英社・テレビ東京・リボーン製作委員会""]"
4737,鉄コン筋クリート,懐かしさと危険な空気が混在する宝町。そこに暮らす少年・シロとクロは親を持たず、暴力によって生活費を稼いでいた。ある日、宝町に「子供の城」というレジャー施設が誕生する。しかしそれは海外のギャングによる計画で、町の支配を意味していた。様変わりしていく町の景色に違和感を覚えるシロとクロ。彼らを追う刑事。見守るホームレス。命を狙う海外ギャング。再開発に抗う昔気質のヤクザ。様々な人間の思惑がぶつかり合い、シロとクロの運命は大きく揺れ動く…。むき出しの刃が交錯する中、シロとクロ、心と体の壮絶なサバイバル！,2.5次元舞台,"[""[キャスト]"", ""出演:若月佑美（乃木坂46）／三戸なつめ／谷口賢志　我善導　船木政秀　橘 輝　加藤靖久　新田健太／コング桑田／玉置玲央／山下征志　書川勇輝　新原美波　齋藤久美子　木原実優／花王おさむ／窪塚俊介／中西良太"", ""[スタッフ]"", ""原作:松本大洋「鉄コン筋クリート」（小学館ビッグスピリッツコミックス刊）／演出:松崎史也／脚本:畑 雅文"", ""[製作年]"", ""2018年"", ""©松本大洋／小学館　©2018舞台「鉄コン筋クリート」製作委員会""]"
