id,title,description,category,cast_data
1503,きみの声をとどけたい,「言葉にはタマシイが宿っているんだよ、コトダマっていってね……」海辺の町、日ノ坂町に暮らす高校生の行合なぎさは、小さい頃に祖母から聞かされた“コトダマ”の話を今も信じていた。願い続ければき っと叶う。悪いことばかり口にしていると、それが現実となって自分に 返ってきてしまう。それがコトダマなのだ。なぎさには 3 人の幼馴染がいる。ラクロス部仲間のかえで、お菓子作りが得意な雫、そして今は別の高校に通う通う浜須賀家のお嬢様の夕。でも、かえでと 夕は顔をあわせるといつも口論になってしまう。なぎさは、かえでのことは好きだけれど、キツい言葉を使って口論するかえでのことは苦手。それがストレスにもなっていた。ある日、なぎさは使われていない喫茶店アクアマリンに入り込んでしまう。その一角にあったのはミニ FM ステーションの設備。出来心からＤＪの真似事をしてしまうなぎさ。ほんの遊び心だったが、偶然にもなぎさの“声”は放送されていたのだ。その声を聞いてたひとりに矢沢 紫音がいた。紫音は、ある理由から日の坂町を訪れていたのだった。そして、なぎさはかえでと雫、紫音 と一緒にミニ FM ・ラジオアクアマリンからの放送を本格的に始めることになった。 8月に入り、ラジオ番組に詳しい中原あやめと、作曲ができる琵琶小路乙葉も加わりさらに、本格的になっていくラジオアクアマリン。ところがある日、アクアマリンが取り壊されてしまうことが明らかになる――。,ドラマ/青春,"[""[キャスト]"", ""行合なぎさ:片平美那／龍ノ口かえで:田中有紀／土橋雫:岩淵桃音／浜須賀 夕:飯野美紗子／中原あやめ:神戸光歩／琵琶小路乙葉:鈴木陽斗実／矢沢紫音:三森すずこ／小動大悟:梶裕貴／川袋将暉:鈴木達央／なぎさの祖母:野沢雅子"", ""[スタッフ]"", ""監督:伊藤尚往／脚本:石川学／キャラクターデザイン:青木俊直／アニメーションキャラクターデザイン:髙野綾／音楽:松田彬人／制作:東北新社 マッドハウス／製作:「きみの声をとどけたい」製作委員会／イメージソング:「この声が届きますように」（NOW ON AIR）"", ""[製作年]"", ""2017年"", ""©2017「きみの声をとどけたい」製作委員会""]"
1508,メイドインアビス,隅々まで探索されつくした世界に、唯一残された秘境の大穴『アビス』。どこまで続くとも知れない深く巨大なその縦穴には、奇妙奇怪な生物たちが生息し、今の人類では作りえない貴重な遺物が眠っている。「アビス」の不可思議に満ちた姿は人々を魅了し、冒険へと駆り立てた。そうして幾度も大穴に挑戦する冒険者たちは、次第に『探窟家』呼ばれるようになっていった。アビスの縁に築かれた街『オース』に暮らす孤児のリコは、いつか母のような偉大な探窟家になり、アビスの謎を解き明かすことを夢見ていた。そんなある日、リコはアビスを探窟中に、少年の姿をしたロボットを拾い…？,アクション/バトル,"[""[キャスト]"", ""リコ:富田美憂／レグ:伊瀬茉莉也／ナナチ:井澤詩織／オーゼン:大原さやか／マルルク:豊崎愛生／ナット:田村睦心／シギー:沼倉愛美／キユイ:塙愛美／ジルオ:村田太志／ライザ:坂本真綾"", ""[スタッフ]"", ""原作:つくしあきひと（竹書房「WEBコミックガンマ」）／監督:小島正幸／副監督:垪和等／助監督:飯野慎也／シリーズ構成:倉田英之／脚本:倉田英之、小柳啓伍／キャラクターデザイン:黄瀬和哉／生物デザイン:吉成鋼／プロップデザイン:高倉武史／美術監督:増山修／美術設定:西俊樹／色彩設計:山下宮緒／撮影監督:江間常高(T2スタジオ)／音響監督:山田陽／音楽:Kevin Penkin／音楽プロデューサー:飯島弘光／音楽制作:IRMA LA DOUCE／音楽制作協力:KADOKAWA／アニメーション制作:キネマシトラス／製作:メイドインアビス製作委員会"", ""[製作年]"", ""2017年"", ""©2017 つくしあきひと・竹書房／メイドインアビス製作委員会""]"
1509,ボールルームへようこそ,「青春を、熱く踊れ。」何をすればよいか分からない平凡な中学生・富士田多々良はある出来事をきっかけに社交ダンスの魅力に引き込まれていく。「何か一つでいい、好きだと言えるものがあれば」今の自分から変わるため、多々良は社交ダンスの世界へ飛び込む。多々良の成長を圧倒的な「熱量」で描く、唯一無二の青春ダンスアニメ、ここに開演！！,ドラマ/青春,"[""[キャスト]"", ""富士田多々良:土屋神葉／兵藤清春:岡本信彦／花岡雫:佐倉綾音／赤城賀寿:富田健太郎／赤城真子:諸星すみれ／仙石要:森川智之／円谷環:能登麻美子"", ""[スタッフ]"", ""原作:竹内友「ボールルームへようこそ」（講談社「月刊少年マガジン」連載中）／監督:板津匡覧／シリーズ構成・脚本:末満健一／キャラクターデザイン:岸田隆宏／総作画監督:千葉崇洋 、本田真之／アクション作画監督:向田 隆、梁 博雅／プロップデザイン:小林 祐／キーアニメーター:竹中真吾／美術設定・美術監督:立田一郎／色彩設計:佐藤真由美／撮影監督:田中宏侍／ＣＧ監督:伊東巧右平／編集:植松淳一／音響監督:菊田浩巳／音楽:林ゆうき／アニメーション制作:Production I.G／OP テーマ:UNISON SQUARE GARDEN／ED テーマ:小松未可子"", ""[製作年]"", ""2017年"", ""©竹内友・講談社／小笠原ダンススタジオ""]"
1510,ようこそ実力至上主義の教室へ,進学率・就職率１００％と言われる進学校・東京都高度育成高等学校に入学した綾小路清隆。しかし彼が所属する１年Ｄクラスは、進学校とは思えないような問題児ばかりだった。さらに学校は、生徒に現金と同価値のポイントを月１０万円分も与え、授業に関しては私語・居眠り・サボタージュをも黙認する放任主義。自堕落な生活を送る生徒たちだったが、違和感を抱く者もいた——他人との交流を徹底的に避け、孤独を貫く美少女・堀北鈴音だ。彼女は、生徒に大金が与えられているはずなのに、校内に『お金を持たない者への救済』が多く用意されていることに気づく。やがて１ヶ月後、綾小路、堀北、Ｄクラスの面々は学校のシステムの真実を知る……。,ドラマ/青春,"[""[キャスト]"", ""■Dクラス 綾小路清隆:千葉翔也／堀北鈴音:鬼頭明里／櫛田桔梗:久保ユリカ／佐倉愛里:Ｍ・Ａ・Ｏ／軽井沢恵:竹達彩奈／平田洋介:逢坂良太／高円寺六助:岩澤俊樹／須藤健:竹内栄治／池寛治:阿部大樹／山内春樹:岩中睦樹／幸村輝彦:郷田翼／■Aクラス 坂柳有栖:日高里菜／葛城康平:日野聡／■Bクラス 一之瀬帆波:東山奈央／神崎隆二:若山晃久／■Cクラス 龍園翔:水中雅章／伊吹澪:小松未可子／■生徒会 堀北学:梅原裕一郎／橘茜:小原好美／■先生 茶柱佐枝:佐藤利奈／星之宮知恵:金元寿子"", ""[スタッフ]"", ""原作:衣笠彰梧 (MF文庫J「ようこそ実力至上主義の教室へ」／KADOKAWA刊) ／キャラクター原案:トモセシュンサク ／監督:岸誠二×橋本裕之 ／助監督:木野目優／シリーズ構成:朱白あおい(ミームミーム)／キャラクターデザイン:森田和明 ／サブキャラクターデザイン:前川舞、近響子／総作画監督:市川美帆、藤田亜耶乃／プロップデザイン:廣瀬智仁、小柏奈弓／美術監督:羽根広舟／美術設定:九重勝雄／色彩設計:加口大朗／３ＤＣＧＩ:ラークスエンタテインメント／ＣＧディレクター:内山正文／撮影監督:平川竜嗣／編集:坂本雅紀(森田編集室)／音楽:高橋諒／音楽制作:ランティス／音響監督:飯田里樹／音響効果:奥田維城／音響制作:ダックスプロダクション／アニメーション制作:Lerche／製作:ようこそ実力至上主義の教室へ製作委員会"", ""[製作年]"", ""2017年"", ""©衣笠彰梧・KADOKAWA刊／ようこそ実力至上主義の教室へ製作委員会""]"
1512,美男高校地球防衛部LOVE！LOVE！LOVE！,北関東・某所……眉難市。眉難高校に通う防衛部の5人（箱根有基、由布院煙、鬼怒川熱史、鳴子硫黄、蔵王立）は、ひょんなことからバトルラヴァーズにラブメイキング（変身）して怪人と戦うことに。怪人は同じ高校に通う生徒会こと征服部（草津錦史郎、有馬燻、下呂阿古哉）がカエルラ・アダマスに変身し、人間を怪人化して送り出していたのだ。戦いの末、黒幕を倒した防衛部と征服部は和解。一件落着したかと思ったら、今度は謎のギャラクシー・アイドルVEPPerが防衛部の前に立ちはだかる。怪人と戦う合間に、海へ合宿に行ったり、眉難山に出かけたり、文化祭、遊園地、クリスマスにお正月、バレンタインデーもと、ちゃっかり高校生活をエンジョイした防衛部も、気づけばあっ！という間に1年が経っていた。3月……、いよいよ卒業シーズンを迎え、卒業する3年生も、見送る1年生＆2年生も口には出せない、複雑な心境を抱えていた……。,コメディ/ギャグ,"[""[キャスト]"", ""箱根有基（はこね・ゆもと）:山本和臣／由布院煙（ゆふいん・えん）:梅原裕一郎／鬼怒川熱史（きぬがわ・あつし）:西山宏太朗／鳴子硫黄（なるこ・いお）:白井悠介／蔵王立（ざおう・りゅう）:増田俊樹／ウォンバット:麦人／箱根強羅（はこね・ごうら）:杉田智和／草津錦史郎（くさつ・きんしろう）:神谷浩史／有馬燻（ありま・いぶし）:福山潤／下呂阿古哉（げろ・あこや）:寺島拓篤／ズンダー:安元洋貴／別府月彦（べっぷ・あきひこ）:河本啓佑／別府日彦（べっぷ・はるひこ）:村上喜紀／ダダチャ:安元洋貴"", ""[スタッフ]"", ""原作:馬谷くらり／監督:高松信司／脚本:横手美智子／デザインコンセプト:宮脇千鶴／キャラクターデザイン:原由美子／サブキャラクター＆プロップデザイン:宮川知子／怪人デザイン:春山和則／総作画監督:宮川知子／美術監督:武藤正敏／色彩設計:津守裕子／撮影監督:田中博章／CG監督:沼尻勇人／編集:小島俊彦／音楽:yamazo／音楽制作:ポニーキャニオン／音響監督:高松信司／アニメーション制作:スタジオコメット／製作:黒玉湯保存会"", ""[製作年]"", ""2017年"", ""©馬谷くらり／黒玉湯保存会""]"
1513,恋と嘘,「嘘」は許されない。「恋」はもっと許されない。満16歳になると政府から結婚相手が通知される超・少子化対策基本法、通称ゆかり法。相手探しの面倒もなく、国家から相性の良さが保証された「幸せ」を皆が受け入れていた。そんな世界で、主人公・根島由佳吏15歳はクラスの高嶺の花・高崎美咲に想いを寄せていた。16歳の誕生日を迎える夜に決意を固め、ついに長年の想いを伝える根島由佳吏だったが、その直後、彼のもとに政府通知が届く―――。科学の赤い糸で結ばれた相手とは・・・。「好きになるべき人」「好きになってはいけない人」を政府に一方的に決められてしまう世界。それは希望なのか、絶望なのか―少年少女たちのひたむきで純粋な想いが交錯する、未熟で儚い禁断の恋物語。,SF/ファンタジー,"[""[キャスト]"", ""高崎美咲:花澤香菜／真田莉々奈:牧野由依／根島由佳吏:逢坂良太／仁坂悠介:立花慎之介"", ""[スタッフ]"", ""原作:ムサヲ（講談社週刊少年マガジン編集部／DeNA「マンガボックス」連載）／監督:宅野誠起／制作:ライデンフィルム／助監督:臼井文明／シリーズ構成:高橋ナツコ／キャラデザイン・総作画監督:伊藤依織子／美術設定:泉寛、イノセユキエ／美術監督:斎藤幸洋／色彩設計:小野寺笑子／撮影監督:田村仁／編集:吉武将人／音響監督:鶴岡陽太／音響効果:森川永子／音楽:横山克、信澤宣明"", ""[製作年]"", ""2017年"", ""©ムサヲ・講談社／政府通知普及委員会""]"
1514,ゲーマーズ！,「……私に付き合って、ゲーム部に入ってみない？」趣味はゲームという以外目立った特徴もないモブキャラぼっちゲーマーの雨野景太は、ある日突然に学園一の美少女でゲーム部部長の天道花憐に声をかけられる。そこから景太の日常は一転、ゲーム好きな美少女たちとのラブコメ展開の日々が始まる……と思いきや!?ゲームの価値観以外はそっくりな、ぼっち女子ゲーマーの星ノ守千秋。クラスの中心人物で彼女持ちだけど隠れゲーム好きな、残念リア充の上原祐。祐の彼女でゲーム知識皆無の亜玖璃らを巻き込んで、お互いが勘違い、空回り、迷走を繰り返す、こじらせゲーマーたちによる“すれ違い青春錯綜系ラブコメ”が始まる。,恋愛/ラブコメ,"[""[キャスト]"", ""雨野景太:潘めぐみ／天道花憐:金元寿子／星ノ守千秋:石見舞菜香／亜玖璃:大久保瑠美／上原祐:豊永利行"", ""[スタッフ]"", ""原作:葵せきな（株式会社KADOKAWA ファンタジア文庫刊）／原作イラスト:仙人掌／監督:岡本学／シリーズ構成／脚本:内田裕基／キャラクターデザイン:佐藤天昭／美術監督:斉藤雅己／色彩設計:古市裕一／撮影監督:頓所信二（chiptune）／編集:木村佳史子（MADBOX）／音響監督:明田川仁／音楽:出羽良彰／アニメーション制作:PINE JAM"", ""[製作年]"", ""2017年"", ""©葵せきな・仙人掌・KADOKAWA　ファンタジア文庫刊／ゲーマーズ！製作委員会""]"
1516,徒然チルドレン,どこにでもいる様な、ごく普通の高校生たちが、恋に燃えたり、揺れたり、悩んだり、笑ったり、泣いたり、傷ついたり、うまくいったり、いかなかったりしながらも、かけがえのない青春の日々を過ごしていく様子を描いた、青春群像劇。主人公は、登場人物全員。あなたもきっと、誰かの気持ちに乗っかれるはず。,ドラマ/青春,"[""[キャスト]"", ""菅原卓郎:石川界人／高野千鶴:水瀬いのり／剛田 武:前野智昭／上根綾香:小倉 唯／赤木正文:小野賢章／梶 亮子:佐倉綾音／高瀬春彦:熊谷健太郎／神田沙希:三宅晴佳／皆川由紀:花澤香奈／古屋 純:天﨑滉平／古屋ほたる:戸松 遥／香取慎一:浪川大輔　ほか"", ""[スタッフ]"", ""原作:若林稔弥（講談社「週刊少年マガジン」連載）／監督:金子ひらく／助監督:筆坂明規／シリーズ構成・脚本:浦畑達彦／キャラクターデザイン・総作画監督:住本悦子／美術監督:佐藤 勝／色彩設計:鈴木依里／撮影監督:加藤伸也／編集:齋藤朱里／音響監督:立石弥生／音楽:天門／音楽制作:キングレコード／アニメーション制作:Studio五組／制作:NAS／オープニングテーマ:『アイマイモコ』水瀬いのり／エンディングテーマ:『Dear』小倉 唯"", ""[製作年]"", ""2017年"", ""©若林稔弥・講談社／徒然チルドレン製作委員会""]"
1518,アホガール,テストが5教科全て0点でも気にしない！どこまでもアホな女子高生・花畑よしこ。バナナが大好き。幼なじみのあっくんが大好き。食って、寝て、遊ぶだけ、以上！「アホガール」2017年夏、待望のTVアニメーション化、大決定！ 見るときっとあなたも元気になる！？,コメディ/ギャグ,"[""[キャスト]"", ""花畑よしこ:悠木 碧／阿久津 明:杉田智和／隅野さやか:原田彩楓／風紀委員長:上坂すみれ／花畑よしえ:日笠陽子／犬:浪川大輔　ほか"", ""[スタッフ]"", ""原作:ヒロユキ（講談社「別冊少年マガジン」連載）／総監督:草川啓造／監督:玉木慎吾／シリーズ構成・脚本:あおしまたかし／キャラクターデザイン・総作画監督:石川雅一／美術設定:大平 司／美術監督:菊名 香／色彩設計:上村修司／撮影:伊藤康行／編集:岡 祐司／音響監督:本山 哲／音楽:吟（BUSTED ROSE）／音楽制作:キングレコード／アニメーション制作:ディオメディア／制作:NAS／オープニングテーマ:『全力☆Summer!』angela／エンディングテーマ:『踊れ！きゅーきょく哲学』上坂すみれ"", ""[製作年]"", ""2017年"", ""©ヒロユキ・講談社／アホガール製作委員会""]"
1520,ナナマル サンバツ,文蔵高校、新入生歓迎会。1年生の越山識は、クイズ研究会による＜新入生早押しクイズ大会＞に思いがけず参加させられてしまう。読書好きで目立つことが嫌いな識が慌てるなか、同じクラスの深見真理は、クイズの問題が読み終わる前に次々とボタンを押しては、まわりを圧倒していく。「答えがわかってから押してたんじゃ、全然遅いのよ。早押しは0.01秒の差が勝敗を分けるわ。」そんな真理を見ているうちに、識は“クイズには答えを確定できるポイントがある”ことに気付く……。クイズ研究会の先輩と仲間たち、圧倒的強さを誇るライバル・御来屋千智との出会い、正解したときの喜び、ボタンを押せなかった時の悔しさ…知識だけでなく、様々なテクニックを磨いて仲間とともに勝利を目指す≪競技クイズ≫の世界で越山識のクイズに青春をかける日々がスタートするのだった。キミも、クイズ王にならないか！,ドラマ/青春,"[""[キャスト]"", ""越山識:堀江瞬／深見真理:川島海荷／御来屋千智:石川界人／笹島学人:佐藤拓也／井上大将:畠中祐／笹島迅子:松田颯水／苑原明良:永塚拓馬／上月由貴:M・A・O／丸山亘:八代拓／向井亮太:白井悠介／中澤藤一郎:室元気／佐々木一:山谷祥生／剣持文伽:東城日沙子／古河珠美:もものはるな／近衛春臣:増田俊樹／柴田勝:榎木淳弥／黒田良勝:岩瀬周平／越山誓:長尾明希／芦屋洋介:羽多野渉／新名匠:鈴木達央／苑原千明:佐倉綾音／大蔵邦光:前野智昭"", ""[スタッフ]"", ""原作:杉基イクラ（「ヤングエース」連載：ＫＡＤＯＫＡＷＡ刊）／監督:大宙征基／シリーズ構成:柿原優子／キャラクターデザイン:高鉾誠／音楽:百石元／音響監督:渡辺淳／美術監督:大西穣／色彩設計:鈴木依里／撮影監督:蒲原有子／編集:坪根健太郎／アニメーション制作:トムス・エンタテインメント"", ""[製作年]"", ""2017年"", ""©杉基イクラ／ＫＡＤＯＫＡＷＡ ©７○３×クイズ研究会""]"
1521,地獄少女 宵伽,午前０時にだけアクセスできる「地獄通信」。ここに晴らせぬ怨みを書き込むと、地獄少女が現れて憎い相手を地獄に落としてくれる……。若者たちの間で広がった都市伝説のような噂だったが、実は本当の事だったのだ。少女の名前は、閻魔あい。依頼主の怨みの感情に共鳴した時、彼女は地獄少女として標的となった人間を地獄へと送り流す。……だがそこには伝説には語られていない、少女との契約が存在した。「人を呪わば穴二つ。相手を地獄に送る代わりに、あなたの魂も死後地獄に行く事になるわ、それでもいいの？」そして、ある時閻魔あいの前に、謎の少女・ミチルが姿を現すようになる。自分が誰なのか、なぜここにいるのかを思い出せない様子のミチルに、あいは語りかける。彼女は一体何者なのか？その秘められた過去を紐解いてゆく――。,ホラー/サスペンス/推理,"[""[キャスト]"", ""閻魔あい:能登麻美子／輪入道:菅生隆之／骨女:本田貴子／一目連:松風雅也／山童:椎名へきる／きくり:さかいかな／ミチル:和多田美咲"", ""[スタッフ]"", ""原案:わたなべひろし／原作:地獄少女プロジェクト／監督:大森貴弘／キャラクターデザイン:岡真里子／シリーズ構成:金巻兼一／音楽:高梨康治／アニメーション制作:スタジオディーン"", ""[製作年]"", ""2017年"", ""©地獄少女プロジェクト／宵伽製作委員会""]"
1522,はじめてのギャル,新学期――それは新しい出会いの季節。見渡せばカップルだらけの教室で羽柴ジュンイチは苦悩する。「何故、俺はまだDT（ドーテイ）なんだ!?」悲願のDT卒業のためにはギャルに土下座で頼み込むのが近道と、友人から聞いたジュンイチは、同じクラスのギャル・八女ゆかなに土下座で告白!!結果、ゆかなの返事はまさかのOK!?　はたしてジュンイチの運命は??,恋愛/ラブコメ,"[""[キャスト]"", ""羽柴ジュンイチ:浅沼晋太郎／八女ゆかな:長久友紀／本城蘭子:喜多村英梨／香椎結衣:竹達彩奈／藤ノ木寧音:小倉　唯／坂本慎平:豊永利行／石田景吾:赤羽根健治／小早川稔:白石　稔／上坂歩美:荒浪和沙／椎名 心:原奈津子"", ""[スタッフ]"", ""原作:植野メグル（株式会社KADOKAWA「月刊少年エース」連載） ／監督:古川博之 ／助監督:小川優樹 ／シリーズ構成:百瀬祐一郎 ／キャラクターデザイン:古川博之 ／総作画監督:寺尾憲治、大塚八愛 ／プロップデザイン:佐竹秀幸、吉田和香子 ／パンツマイスター:山内則康 ／美術監督:三宅昌和、松宮正純(LOFT) ／色彩設計:田中千春 ／3D監督:武田雅由 ／撮影監督:久野利和 ／編集:柳　圭介 ／音響監督:大室正勝 ／音響効果:風間結花（フィズサウンドクリエイション） ／音響制作:グロービジョン ／音楽:やしきん ／音楽制作:MAGES. ／アニメーション制作:NAZ ／製作:「はじギャル」製作委員会"", ""[製作年]"", ""2017年"", ""©2017 植野メグル／ＫＡＤＯＫＡＷＡ／「はじギャル」製作委員会""]"
1523,バチカン奇跡調査官,涙を流すマリア像、信徒の肉体に浮かび上がる聖痕――。世界中から寄せられる“奇跡”をめぐる様々な現象は、真実なのか、まやかしなのか……？その真偽を調査し、判別するのがバチカンに所属する「奇跡調査官」の務めだ。天才的な頭脳を持つ平賀と、古文書・暗号解読のエキスパートであるロベルト。 強い信頼関係で結ばれた二人は、調査のために訪れた先で奇怪な事件に巻き込まれながらも、奇跡の真偽を見定めていく。 天才神父コンビの行く手に待ち受けるのは、神の導きか、悪魔の囁きか――!?,ホラー/サスペンス/推理,"[""[キャスト]"", ""平賀・ヨゼフ・庚:岡本信彦 ／ロベルト・ニコラス:諏訪部順一 ／サウロ大司教:江原正士／ローレン・ディルーカ:斉藤壮馬／ビル・サスキンス:安元洋貴／ジュリア司祭:遊佐浩二／平賀良太:代永翼"", ""[スタッフ]"", ""原作:藤木稟（角川ホラー文庫刊）／キャラクター原案:THORES柴本／監督:米たにヨシトモ／シリーズ構成:水上清資／キャラクターデザイン:岩倉和憲／美術監督:古賀　徹／色彩設計:日野亜朱佳／撮影監督:黒澤　豊／編集:近藤勇二（REAL-T）／音響監督:岩浪美和／音響制作:グロービジョン／音楽:藤澤慶昌／音楽制作:ランティス／オープニング主題歌:SCREEN mode「MYSTERIUM」／エンディング主題歌:岡本信彦「サクラメント」 ／アニメーション制作:J.C.STAFF／製作:「バチカン奇跡調査官」製作委員会"", ""[製作年]"", ""2017年"", ""©2017 藤木稟･THORES柴本／KADOKAWA／「バチカン奇跡調査官」製作委員会""]"
1524,妖怪アパートの幽雅な日常,両親を亡くしたため、親戚の家で肩身の狭い生活をしていた稲葉夕士は、高校入学を機に一人暮らしを決意する。そこで見つけた格安の下宿先「寿荘」。しかし、そこはなんと妖怪・幽霊・人間が入り混じる奇妙な「妖怪アパート」だった─!!不気味な姿をした妖怪たちにはじめは戸惑う夕士だったが、彼らとの奇妙な共同生活の中で、それまで閉じていた心が徐々に開いていく･･･。,ドラマ/青春,"[""[キャスト]"", ""稲葉夕士:阿部敦／長谷泉貴:中村悠一／一色黎明:石田彰／久賀秋音:沢城みゆき／深瀬明:中井和哉／骨董屋:速水奨／龍さん:森川智之／古本屋:杉田智和／佐藤さん:遊佐浩二／クリ:釘宮理恵／シロ:田村睦心／フール:子安武人"", ""[スタッフ]"", ""原作:香月日輪（YA! ENTERTAINMENT）／漫画:深山和香（講談社「月刊少年シリウス」連載）／監督:橋本みつお／シリーズ構成:山田靖智／キャラクターデザイン:島崎知美／音響監督:明田川進／音響制作:マジックカプセル／アニメーション制作:シンエイ動画"", ""[製作年]"", ""2017年"", ""© 香月日輪・深山和香・講談社／妖アパ住人組合""]"
1525,捏造トラップ-NTR-,高校2年生の由真は、生まれて初めてできた彼氏にドキドキの毎日。幼なじみでモテる美少女、蛍につき合い方を相談した由真は、恋愛経験がないことをからかわれ、彼氏ともしたことがないようなイタズラを仕掛けられてしまい…。エスカレートしていく、蛍との秘め事。そんな関係を拒めず、いつの間にかハマっていく由真。そんなふたりのカレシ持ちJKが織り成す学園ドラマ。,ショート,"[""[キャスト]"", ""岡崎由真:加隈亜衣／水科蛍:五十嵐裕美／藤原:小野大輔／武田:逢坂良太"", ""[スタッフ]"", ""原作:コダマナオコ（一迅社刊「コミック百合姫」連載）／総監督:ひらさわひさよし／キャラクターデザイン:川島勝／アニメーション制作:Creators in Pack.Inc／脚本:WORDS in STEREO×内堀優一"", ""[製作年]"", ""2017年"", ""©コダマナオコ / 一迅社･捏造トラップ製作委員会""]"
1530,せいぜいがんばれ！魔法少女くるみ,「安土桃山くるみ」は私立笑顔ヶ丘中学に通うごく普通の14歳。ある日突然タスマニアデビル型天使「デビるん」によって、美少女魔法少女恐竜天使戦士「プリマエンジェル」の一人に選ばれ、悪の組織「暗黒ホエールズ」と戦う事に。やたら血生臭い武器を駆使し、暗黒ホエールズの怪人達を次々と粛清するくるみ。そしてその様子をただ傍観するだけで、特に何もしない男子三人組（主人公）なのであった。,ショート,"[""[キャスト]"", ""鈴木キヨシ:林勇／高橋イサム:羽多野渉／佐藤シゲル:寺島拓篤／プリマピンク（安土桃山くるみ）:久保ユリカ／暗黒大明神:関太（タイムマシーン3号）ほか"", ""[スタッフ]"", ""原作・監督・脚本:松本慶祐（Pie in the sky）／イラスト:植草航（Pie in the sky）／音楽:カワイヒデヒロ／音楽制作:ランティス／アニメーション制作:Pie in the sky／製作:プリマエンジェル製作委員会／OPテーマ:「ガールズ・オンリー・ミラクル！」（歌：Mia REGINA）／EDテーマ:「私立笑顔ヶ丘中学校 校歌」（歌：キヨシ（CV.林勇）、イサム（CV.羽多野渉）、シゲル（CV.寺島拓篤））"", ""[製作年]"", ""2017年"", ""©SMK""]"
1535,ノラと皇女と野良猫ハート,平凡な少年「反田ノラ」は、ある春の日の登校途中、一人の美しい少女の姿を目にする。パトリシアという少女は冥界の皇女であり、地上の生物を滅ぼすためにやってきたのだった。ノラはとある出来事からパトリシアとキスをしてしまうと、ノラの体は一匹の黒猫の姿に変わり―,ショート,"[""[キャスト]"", ""パトリシア・オブ・エンド:高森奈津美／黒木未知:仙台エリ／明日原ユウキ:種﨑敦美／夕莉シャチ:浅川悠／ノラ:朝井彩加／ナレーション:すずきけいこ"", ""[スタッフ]"", ""製作:HARUKAZE／原作・監修:HARUKAZE／監督:森井ケンシロウ／シリーズ構成・脚本:はと／音楽:森慎太郎／キャラクター原案:大空樹／キャラクターデザイン:衣谷ソーシ/宮嶋星矢／背景:山口雅範（スタジオホワイト）／音響監督:明田川仁／音響制作:マジックカプセル／Webサイト制作:荒井芳昭（アルトステージ）／アニメーション制作:DMM.futureworks/ダブトゥーンスタジオ"", ""[製作年]"", ""2017年"", ""©HARUKAZE""]"
1536,魔法使いの嫁 星待つひと：後篇,三浦から受け取った一冊の本。それは彼に遺された悔恨の記憶であり、寄す処でもあった。本を託されたチセは三浦の想いを伝えるために奔走する。『その夜僕には、果たさなければならない約束があった』彼が果たせなかった約束、森の図書室の秘密が今明かされる・・・・・・。たとえ雲厚く見えずとも。星はいつか、待ち侘びるひとの元へ。語られなかった前日譚、三部作がここに完結―。,SF/ファンタジー,"[""[キャスト]"", ""羽鳥チセ:種﨑敦美／エリアス:竹内良太／ルツ:内山昂輝／三浦理一:櫻井孝宏"", ""[スタッフ]"", ""原作:ヤマザキコレ(マッグガーデン刊)／シリーズ構成/監督:長沼 範裕／脚本:高羽 彩／キャラクターデザイン:加藤 寛崇／色彩設計:小針 裕子／美術監督:竹田 悠介／撮影監督:鈴木 麻予／CGI ディレクター:須貝 真也／2D ワークス:西谷 知恵／編集:今井 大介／音楽:松本 淳一／音楽制作:フライングドッグ／音楽制作協力:BASiLiCA／音響監督:はた しょう二／アニメーション制作:WIT STUDIO／配給:松竹メディア事業部／企画・製作:Production I.G"", ""[製作年]"", ""2016年"", ""©ヤマザキコレ/マッグガーデン""]"
1539,天使の3P！,過去のトラウマからひきこもり気味の高校生、貫井響は、密かに歌唱ソフトで曲を制作し、動画サイトに投稿するのが趣味だった。そんな彼に会って話がしたいとメールしてきたのは、小学五年生の少女たち。子供の頃から姉妹のように一緒に育った三人からお願いされたことは、お世話になった人への感謝のために、彼女たちが過ごした思い出の場所でライブを成功させる事だった・・・。,ドラマ/青春,"[""[キャスト]"", ""貫井 響:井上雄貴／五島 潤:大野柚布子／紅葉谷希美:遠藤ゆりか／金城そら:古賀 葵／貫井くるみ:日高里菜／鳥海桜花:伊藤かな恵／佐渡正義:大川 透／尾城小梅:花澤香菜／相ヶ江柚葉:井口裕香"", ""[スタッフ]"", ""原作:蒼山サグ（電撃文庫刊）／キャラクター原案:てぃんくる／監督:柳 伸亮／副監督:いわたかずや／キャラクターデザイン:野口孝行／プロップデザイン:北山景子、矢野 茜、奥田佳子／楽器デザイン:大藤怜一郎／シリーズ構成:雑破 業／美術監督:田辺浩子／美術設定:成田偉保、渡部 隆／色彩設定:鈴木ようこ／CGラインディレクター:遠藤 誠／撮影監督:川田哲矢／編集:三嶋章紀／音響監督:納谷僚介／音楽:松田彬人／音楽制作:ランティス／音楽プロデューサー:木皿陽平／プロデュース:里見哲朗／制作プロデューサー:糀谷智司／アニメーションプロデュース:バーナムスタジオ／アニメーション制作:project No.9／製作:リトルウイング"", ""[製作年]"", ""2017年"", ""©2016 蒼山サグ／ＫＡＤＯＫＡＷＡ アスキー・メディアワークス／リトルウイング""]"
