work_id,work_title,child_id,child_title
1473,アイドルマスター シンデレラガールズ劇場,4891,アイドルマスター シンデレラガールズ劇場,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/55/5/21555_1_8_8b.png?1551259936000
1474,ゼロから始める魔法の書,226,ゼロから始める魔法の書,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/51/9/21519_1_8_8b.png?1551422526000
1477,ツインエンジェルBREAK,2531,ツインエンジェルBREAK,""
1478,冴えない彼女の育てかた♭,3503,冴えない彼女の育てかた♭,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/36/2/22362_1_8_8b.png?1551420528000
1480,サクラダリセット,337,サクラダリセット,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/51/5/21515_1_8_8b.png?1551266305000
1481,劇場版 魔法科高校の劣等生 星を呼ぶ少女,290,劇場版 魔法科高校の劣等生 星を呼ぶ少女,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/30/2/22302_1_8_8b.png?1551353013000
1483,武装少女マキャヴェリズム,2232,武装少女マキャヴェリズム,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/2/21522_1_8_8b.png?1551265185000
1486,エロマンガ先生,3479,エロマンガ先生,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/51/0/21510_1_8_8b.png?1551268109000
1487,正解するカド,828,正解するカド,""
1488,進撃の巨人 Season 2,74,進撃の巨人 Season 2,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/48/4/21484_1_8_8b.png?1551267143000
1489,夜は短し歩けよ乙女,3713,夜は短し歩けよ乙女,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/14/8/22148_1_8_8b.png?1552445343000
1491,カブキブ！,4660,カブキブ！,""
1493,ロクでなし魔術講師と禁忌教典,100,ロクでなし魔術講師と禁忌教典,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/7/21527_1_8_8b.png?1551261901000
1496,ひなこのーと,3900,ひなこのーと,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/1/21521_1_8_8b.png?1551263258000
1497,sin 七つの大罪,599,sin 七つの大罪,""
1502,アイドルタイムプリパラ,4512,アイドルタイムプリパラ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/78/4/21784_1_8_8b.png?1551351299000
1504,つぐもも,432,つぐもも,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/0/21520_1_8_8b.png?1551268905000
1507,フレームアームズ・ガール,496,フレームアームズ・ガール,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/9/21529_1_8_8b.png?1551264860000
1511,夏目友人帳 陸,146,夏目友人帳 陸,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/53/1/21531_1_8_8b.png?1551265398000
1513,王室教師ハイネ,4486,王室教師ハイネ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/53/2/21532_1_8_8b.png?1551261783000
1514,信長の忍び～伊勢・金ヶ崎篇～,3067,信長の忍び～伊勢・金ヶ崎篇～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/57/8/21578_1_8_8b.png?1551268891000
1516,アキンド星のリトル・ペソ,5032,アキンド星のリトル・ペソ,""
1517,KING OF PRISM -PRIDE the HERO-,4633,KING OF PRISM -PRIDE the HERO-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/14/6/22146_1_8_8b.png?1552444904000
1519,GRANBLUE FANTASY The Animation,336,GRANBLUE FANTASY The Animation,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/51/2/21512_1_8_8b.png?1551271012000
1520,恋愛暴君,342,恋愛暴君,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/52/6/21526_1_8_8b.png?1551271128000
1527,クロックワーク・プラネット,417,クロックワーク・プラネット,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/51/3/21513_1_8_8b.png?1551265858000
1529,OVA ハイスクール・フリート,4617,OVA ハイスクール・フリート,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/98/3/21983_1_8_8b.png?1551352053000
1534,拡張少女系トライナリー,1424,拡張少女系トライナリー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/52/1/24521_1_8_8b.png?1612857873000
1538,月がきれい,4485,月がきれい,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/58/8/21588_1_8_8b.png?1551420502000
1539,リルリルフェアリル～魔法の鏡～,1147,リルリルフェアリル～魔法の鏡～,""
1543,CHAOS;CHILD SILENT SKY,1094,CHAOS;CHILD SILENT SKY,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/66/1/21661_1_8_8b.png?1551270729000
1551,スナックワールド,545,スナックワールド,""
1552,覆面系ノイズ,3628,覆面系ノイズ,""
1555,銀の墓守り,724,銀の墓守り,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/53/5/21535_1_8_8b.png?1551263074000
1561,オトッペ,1267,オトッペ,""
1569,劇場版 FAIRY TAIL -DRAGON CRY-,2559,劇場版 FAIRY TAIL -DRAGON CRY-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/30/3/22303_1_8_8b.png?1551347717000
1572,コンビニカレシ,4649,コンビニカレシ ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/9/21659_1_8_8b.png?1551263746000
1574,プリンセス・プリンシパル,553,プリンセス・プリンシパル,""
1576,カイトアンサ,4959,カイトアンサ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/67/1/21671_1_8_8b.png?1551261305000
1580,魔法少女リリカルなのは Reflection,1637,魔法少女リリカルなのは Reflection,""
1582,戦姫絶唱シンフォギアAXZ,329,戦姫絶唱シンフォギアAXZ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/3/21643_1_8_8b.png?1551260393000
1583,アクションヒロイン チアフルーツ,4688,アクションヒロイン チアフルーツ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/8/21658_1_8_8b.png?1551270008000
1584,セントールの悩み,705,セントールの悩み,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/3/21653_1_8_8b.png?1551422781000
1585,ひとりじめマイヒーロー,4494,ひとりじめマイヒーロー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/8/21638_1_8_8b.png?1551261934000
1586,クリオネの灯り,4988,クリオネの灯り,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/10/0/24100_1_8_8b.png?1598338878000
1587,NEW GAME!!,3891,NEW GAME!!,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/2/21652_1_8_8b.png?1551268737000
1588,ノーゲーム・ノーライフ ゼロ,590,ノーゲーム・ノーライフ ゼロ,""
1589,異世界はスマートフォンとともに。,52,異世界はスマートフォンとともに。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/7/21657_1_8_8b.png?1551267050000
1591,きみの声をとどけたい,1099,きみの声をとどけたい,""
1596,メイドインアビス,225,メイドインアビス,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/45/8/22458_1_8_8b.png?1551422607000
1597,ボールルームへようこそ,4042,ボールルームへようこそ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/52/2/22522_1_8_8b.png?1551348813000
1598,ようこそ実力至上主義の教室へ,4443,ようこそ実力至上主義の教室へ,""
1600,美男高校地球防衛部LOVE！LOVE！LOVE！,2719,美男高校地球防衛部LOVE！LOVE！LOVE！,""
1601,恋と嘘,402,恋と嘘,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/3/21633_1_8_8b.png?1551264516000
1602,ゲーマーズ！,3494,ゲーマーズ！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/6/21656_1_8_8b.png?1551271545000
1604,徒然チルドレン,4481,徒然チルドレン,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/5/21635_1_8_8b.png?1551265349000
1606,アホガール,2886,アホガール,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/0/21630_1_8_8b.png?1551262961000
1608,ナナマル サンバツ,4597,ナナマル サンバツ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/8/21648_1_8_8b.png?1551268919000
1609,地獄少女 宵伽,4279,地獄少女 宵伽,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/7/21637_1_8_8b.png?1551262423000
1610,はじめてのギャル,3537,はじめてのギャル,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/9/21649_1_8_8b.png?1551267891000
1611,バチカン奇跡調査官,4254,バチカン奇跡調査官,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/0/21650_1_8_8b.png?1551421919000
1612,妖怪アパートの幽雅な日常,4460,妖怪アパートの幽雅な日常,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/5/21655_1_8_8b.png?1551420747000
1613,捏造トラップ-NTR-,4611,捏造トラップ-NTR-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/2/21642_1_8_8b.png?1551270446000
1618,せいぜいがんばれ！魔法少女くるみ,3070,せいぜいがんばれ！魔法少女くるみ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/74/2/21742_1_8_8b.png?1551351513000
1623,ノラと皇女と野良猫ハート,928,ノラと皇女と野良猫ハート,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/14/4/22144_1_8_8b.png?1551353637000
1624,魔法使いの嫁 星待つひと：後篇,1158,魔法使いの嫁 星待つひと：後篇,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/40/8/23408_1_8_8b.png?1579744913000
1627,天使の3P！,4520,天使の3P！,""
1628,ピコ太郎のララバイラーラバイ,3407,ピコ太郎のララバイラーラバイ,""
1629,潔癖男子！青山くん,2971,潔癖男子！青山くん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/2/21632_1_8_8b.png?1551260015000
1632,DIVE!!,4131,DIVE!!,""
1640,ガンダムビルドファイターズ バトローグ,1921,ガンダムビルドファイターズ バトローグ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/78/2/21782_1_8_8b.png?1552447622000
1645,活撃 刀剣乱舞,4475,活撃 刀剣乱舞,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/1/21631_1_8_8b.png?1551266549000
1650,バトルガール ハイスクール,2516,バトルガール ハイスクール,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/63/6/21636_1_8_8b.png?1551268555000
1652,18if,4297,18if,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/0/21640_1_8_8b.png?1551269768000
1658,異世界食堂,58,異世界食堂,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/64/4/21644_1_8_8b.png?1551269735000
1659,こぎみゅん,1652,こぎみゅん,""
1664,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,761,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/11/0/23110_1_8_8b.png?1573785008000
1668,ドリフェス！R,4698,ドリフェス！R,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/73/4/21734_1_8_8b.png?1551352074000
1670,無責任ギャラクシー☆タイラー,1428,無責任ギャラクシー☆タイラー,""
1673,劇場版 生徒会役員共,3092,劇場版 生徒会役員共,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/78/6/23786_1_8_8b.png?1607482805000
1686,ガンダムビルドファイターズ GMの逆襲,1993,ガンダムビルドファイターズ GMの逆襲,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/73/5/21735_1_8_8b.png?1551347860000
1691,キノの旅 -the Beautiful World- the Animated Series,305,キノの旅 -the Beautiful World- the Animated Series,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/79/7/21797_1_8_8b.png?1551353763000
1693,アイドルマスター SideM,4513,アイドルマスター SideM,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/80/5/21805_1_8_8b.png?1552445693000
1694,つうかあ,4101,つうかあ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/81/7/21817_1_8_8b.png?1551346750000
1696,ヤマノススメ おもいでプレゼント,4164,ヤマノススメ おもいでプレゼント,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/27/8/22278_1_8_8b.png?1551352754000
1699,魔法使いの嫁,55,魔法使いの嫁,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/78/5/21785_1_8_8b.png?1551348887000
1702,王様ゲーム The Animation,4253,王様ゲーム The Animation,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/80/9/21809_1_8_8b.png?1551350739000
1703,TSUKIPRO THE ANIMATION,4557,TSUKIPRO THE ANIMATION,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/78/6/21786_1_8_8b.png?1551347660000
1704,ネト充のススメ,3520,ネト充のススメ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/82/9/21829_1_8_8b.png?1551348987000
1706,特別版 Free!-Take Your Marks-,4102,特別版 Free!-Take Your Marks-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/97/7/22977_1_8_8b.png?1566786608000
1707,URAHARA,1135,URAHARA,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/81/4/21814_1_8_8b.png?1551350061000
1708,少女終末旅行,332,少女終末旅行,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/82/6/21826_1_8_8b.png?1551424077000
1709,宝石の国,236,宝石の国,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/82/8/21828_1_8_8b.png?1551347944000
1712,DYNAMIC CHORD,4654,DYNAMIC CHORD,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/83/2/21832_1_8_8b.png?1551350568000
1714,戦刻ナイトブラッド,582,戦刻ナイトブラッド,""
1716,僕の彼女がマジメ過ぎるしょびっちな件,3533,僕の彼女がマジメ過ぎるしょびっちな件,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/78/7/21787_1_8_8b.png?1551346655000
1718,干物妹！うまるちゃんR,2910,干物妹！うまるちゃんR,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/79/8/21798_1_8_8b.png?1551353359000
1719,ブラッククローバー,3,ブラッククローバー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/83/3/21833_1_8_8b.png?1610503439000
1720,血界戦線 & BEYOND,234,血界戦線 & BEYOND,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/79/9/21799_1_8_8b.png?1551347023000
1721,ご注文はうさぎですか？？ ～Dear My Sister～,3044,ご注文はうさぎですか？？ ～Dear My Sister～,""
1735,ブレンド・S,2893,ブレンド・S,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/80/3/21803_1_8_8b.png?1551348385000
1739,アニメガタリズ,4612,アニメガタリズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/65/4/21654_1_8_8b.png?1551267689000
1740,このはな綺譚,510,このはな綺譚,""
1741,十二大戦,316,十二大戦,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/79/6/21796_1_8_8b.png?1551348159000
1748,ネコぱらOVA,3153,ネコぱらOVA,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/01/7/22017_1_8_8b.png?1551351788000
1763,俺たちゃ妖怪人間,3258,俺たちゃ妖怪人間,""
1764,焼肉店センゴク,3145,焼肉店センゴク,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/26/9/22269_1_8_8b.png?1551351208000
1765,妹さえいればいい。,3509,妹さえいればいい。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/83/0/21830_1_8_8b.png?1551348137000
1766,映画 妖怪ウォッチ シャドウサイド 鬼王の復活,2784,映画 妖怪ウォッチ シャドウサイド 鬼王の復活,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/26/3/24263_1_8_8b.png?1599037552000
1774,タイムボカン 逆襲の三悪人,1155,タイムボカン 逆襲の三悪人,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/84/3/21843_1_8_8b.png?1551347874000
1785,EVIL OR LIVE,4699,EVIL OR LIVE,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/79/5/21795_1_8_8b.png?1551351100000
1789,おにゃんこポン,3986,おにゃんこポン,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/89/9/21899_1_8_8b.png?1551347044000
1813,僕だけがいない街,158,僕だけがいない街,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/52/7/20527_1_8_8b.png?1552446391000
1816,昭和元禄落語心中,4559,昭和元禄落語心中,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/14/2/21142_1_8_8b.png?1551265662000
1817,大家さんは思春期！,3082,大家さんは思春期！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/53/4/20534_1_8_8b.png?1551267805000
1821,無彩限のファントム・ワールド,368,無彩限のファントム・ワールド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/53/7/20537_1_8_8b.png?1566181808000
1823,だがしかし,2951,だがしかし,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/92/6/21926_1_8_8b.png?1551421753000
1824,魔法つかいプリキュア！,982,魔法つかいプリキュア！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/39/2/24392_1_8_8b.png?1606446098000
1826,この素晴らしい世界に祝福を！,17,この素晴らしい世界に祝福を！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/52/5/20525_1_8_8b.png?1551266686000
1827,魔法少女なんてもういいですから。,3185,魔法少女なんてもういいですから。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/56/9/20569_1_8_8b.png?1551264397000
1834,UTOPA,1776,UTOPA,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/92/6/23926_1_8_8b.png?1586156540000
1836,おじさんとマシュマロ,3168,おじさんとマシュマロ,""
1839,蒼の彼方のフォーリズム,554,蒼の彼方のフォーリズム,""
1840,暦物語,253,暦物語,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/45/6/22456_1_8_8b.png?1551420576000
1842,ディバインゲート,675,ディバインゲート,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/52/8/20528_1_8_8b.png?1551263004000
1844,ガラスの花と壊す世界,1211,ガラスの花と壊す世界,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/45/9/21459_1_8_8b.png?1551264689000
1846,石膏ボーイズ,3189,石膏ボーイズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/53/2/20532_1_8_8b.png?1551262929000
1849,シュヴァルツェスマーケン,583,シュヴァルツェスマーケン,""
1850,少女たちは荒野を目指す,4570,少女たちは荒野を目指す,""
1854,ブブキ・ブランキ,641,ブブキ・ブランキ,""
1864,映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！,1117,映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/07/2/22072_1_8_8b.png?1551350026000
1878,灰と幻想のグリムガル,267,灰と幻想のグリムガル,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/23/6/21236_1_8_8b.png?1551265815000
1879,紅殻のパンドラ,671,紅殻のパンドラ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/53/9/20539_1_8_8b.png?1551261180000
1880,旅街レイトショー,4866,旅街レイトショー,""
1882,この男子、魔法がお仕事です。,4817,この男子、魔法がお仕事です。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/70/8/20708_1_8_8b.png?1551263097000
1883,リルリルフェアリル～妖精のドア～,1084,リルリルフェアリル～妖精のドア～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/00/4/24004_1_8_8b.png?1592804496000
1896,聖戦ケルベロス 竜刻のファタリテ,516,聖戦ケルベロス 竜刻のファタリテ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/8/20898_1_8_8b.png?1551265751000
1899,オニズシ,3427,オニズシ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/94/2/20942_1_8_8b.png?1551260124000
1900,アイカツスターズ！,4516,アイカツスターズ！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/96/2/21962_1_8_8b.png?1551352240000
1901,僕のヒーローアカデミア,2152,僕のヒーローアカデミア,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/86/8/20868_1_8_8b.png?1551265959000
1902,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,36,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/56/3/21563_1_8_8b.png?1551271077000
1903,なめこ～せかいのともだち～,4934,なめこ～せかいのともだち～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/28/6/21286_1_8_8b.png?1551269047000
1904,ハイスクール・フリート,4463,ハイスクール・フリート,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/4/20894_1_8_8b.png?1552446259000
1905,鬼斬,1284,鬼斬,""
1906,ふらいんぐうぃっち,4451,ふらいんぐうぃっち,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/6/20896_1_8_8b.png?1551267759000
1911,キズナイーバー,2350,キズナイーバー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/9/20879_1_8_8b.png?1552446199000
1915,ジョーカー・ゲーム,4230,ジョーカー・ゲーム,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/2/20872_1_8_8b.png?1551261149000
1916,Re:ゼロから始める異世界生活,47,Re:ゼロから始める異世界生活,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/17/1/23171_1_8_8b.png?1576042207000
1917,宇宙パトロールルル子,4904,宇宙パトロールルル子,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/5/20885_1_8_8b.png?1551266378000
1918,坂本ですが？,2897,坂本ですが？,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/90/2/20902_1_8_8b.png?1551260055000
1920,双星の陰陽師,130,双星の陰陽師,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/0/20880_1_8_8b.png?1551269901000
1923,迷家-マヨイガ-,4266,迷家-マヨイガ-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/98/9/20989_1_8_8b.png?1551266339000
1925,カミワザ・ワンダ,2490,カミワザ・ワンダ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/7/20897_1_8_8b.png?1551269625000
1927,薄桜鬼～御伽草子～,3246,薄桜鬼～御伽草子～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/5/20895_1_8_8b.png?1551270136000
1928,フューチャーカード バディファイトDDD,832,フューチャーカード バディファイトDDD,""
1930,ずっと前から好きでした。～告白実行委員会～,3729,ずっと前から好きでした。～告白実行委員会～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/75/3/22753_1_8_8b.png?1555318826000
1932,秘密結社 鷹の爪 GT,3166,秘密結社 鷹の爪 GT,""
1933,学戦都市アスタリスク 2nd SEASON,209,学戦都市アスタリスク 2nd SEASON,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/1/20891_1_8_8b.png?1552446515000
1935,甲鉄城のカバネリ,2217,甲鉄城のカバネリ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/67/6/21676_1_8_8b.png?1551267344000
1936,文豪ストレイドッグス,2143,文豪ストレイドッグス,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/86/9/20869_1_8_8b.png?1555075808000
1938,バトルスピリッツ ダブルドライブ,4153,バトルスピリッツ ダブルドライブ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/59/1/22591_1_8_8b.png?1551342608000
1943,ネトゲの嫁は女の子じゃないと思った？,2885,ネトゲの嫁は女の子じゃないと思った？,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/4/20874_1_8_8b.png?1551265171000
1944,ねこねこ日本史,4373,ねこねこ日本史,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/90/6/20906_1_8_8b.png?1551260955000
1947,エンドライド,534,エンドライド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/9/20889_1_8_8b.png?1551269571000
1949,くまみこ,4527,くまみこ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/6/20876_1_8_8b.png?1551267783000
1951,少年メイド,4502,少年メイド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/5/20875_1_8_8b.png?1551262749000
1956,カードファイト!! ヴァンガードG ストライドゲート編,1602,カードファイト!! ヴァンガードG ストライドゲート編,""
1964,ばくおん!!,3906,ばくおん!!,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/90/8/21908_1_8_8b.png?1551348835000
1966,あんハピ♪,4528,あんハピ♪,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/3/20883_1_8_8b.png?1551269144000
1967,ハンドレッド,293,ハンドレッド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/6/20886_1_8_8b.png?1551259808000
1968,ワガママハイスペック,4901,ワガママハイスペック,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/89/3/20893_1_8_8b.png?1551262552000
1972,いっぽう日本昔ばなし,3204,いっぽう日本昔ばなし,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/02/3/21023_1_8_8b.png?1551261294000
1974,うさかめ,4169,うさかめ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/88/2/20882_1_8_8b.png?1551266051000
1976,ビッグオーダー,2338,ビッグオーダー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/87/0/20870_1_8_8b.png?1551262297000
1981,レゴ ネックスナイツ,2620,レゴ ネックスナイツ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/06/3/21063_1_8_8b.png?1551265578000
1993,クオリディア・コード,2248,クオリディア・コード,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/00/6/21006_1_8_8b.png?1551264133000
1996,七つの大罪 聖戦の予兆,450,七つの大罪 聖戦の予兆,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/08/5/21085_1_8_8b.png?1551262864000
1998,魔法使いの嫁 星待つひと：前篇,1065,魔法使いの嫁 星待つひと：前篇,""
2001,初恋モンスター,3030,初恋モンスター,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/99/1/20991_1_8_8b.png?1551267247000
2004,planetarian～星の人～,1071,planetarian～星の人～,""
2005,不機嫌なモノノケ庵,2923,不機嫌なモノノケ庵,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/97/9/20979_1_8_8b.png?1551260472000
2007,NEW GAME!,3888,NEW GAME!,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/02/5/21025_1_8_8b.png?1551265339000
2008,あまんちゅ！,3916,あまんちゅ！,""
2010,ラブライブ！サンシャイン!!,4459,ラブライブ！サンシャイン!!,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/99/2/20992_1_8_8b.png?1551264758000
2011,バッテリー,4089,バッテリー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/86/3/21863_1_8_8b.png?1551349067000
2013,モブサイコ100,200,モブサイコ100,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/18/1/22181_1_8_8b.png?1551354009000
2023,劇場版アイカツスターズ！,4838,劇場版アイカツスターズ！,""
2024,君の名は。,1403,君の名は。,""
2025,Fate/kaleid liner プリズマ☆イリヤ ドライ!!,356,Fate/kaleid liner プリズマ☆イリヤ ドライ!!,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/98/7/20987_1_8_8b.png?1551269671000
2028,はんだくん,2918,はんだくん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/97/4/20974_1_8_8b.png?1551262837000
2031,91Days,4261,91days,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/35/0/21350_1_8_8b.png?1551261226000
