title,image_url,
グリザイア：ファントムトリガー THE ANIMATION,https://abm.hayabusa.media/series/539-1/thumb.png%3Fversion%3D1604598459?width=242&height=136&quality=60&format=jpg&version=1604598459&fit=fill&background=000000
怪病医ラムネ,https://abm.hayabusa.media/series/115-75/thumb.png%3Fversion%3D1608727385?width=242&height=136&quality=60&format=jpg&version=1608727385&fit=fill&background=000000
Re:ゼロから始める異世界生活,https://abm.hayabusa.media/series/25-139/thumb.png%3Fversion%3D1577334972?width=242&height=136&quality=60&format=jpg&version=1577334972&fit=fill&background=000000
ログ・ホライズン 第2シリーズ,https://abm.hayabusa.media/series/142-5/thumb.png%3Fversion%3D1613533225?width=242&height=136&quality=60&format=jpg&version=1613533225&fit=fill&background=000000
ハイキュー!!,https://abm.hayabusa.media/series/19-16/thumb.png%3Fversion%3D1603247164?width=242&height=136&quality=60&format=jpg&version=1603247164&fit=fill&background=000000
ハイキュー!! OVA,https://abm.hayabusa.media/series/19-47/thumb.png%3Fversion%3D1597212218?width=242&height=136&quality=60&format=jpg&version=1597212218&fit=fill&background=000000
巨蟲列島　劇場版,https://abm.hayabusa.media/series/54-46/thumb.png%3Fversion%3D1582870404?width=242&height=136&quality=60&format=jpg&version=1582870404&fit=fill&background=000000
文豪ストレイドッグス,https://abm.hayabusa.media/series/25-55/thumb.png%3Fversion%3D1561705676?width=242&height=136&quality=60&format=jpg&version=1561705676&fit=fill&background=000000
ウマ娘 プリティーダービー Season 2,https://abm.hayabusa.media/series/19-66/thumb.png%3Fversion%3D1610418823?width=242&height=136&quality=60&format=jpg&version=1610418823&fit=fill&background=000000
劇場版 鋼の錬金術師 シャンバラを征く者,https://abm.hayabusa.media/series/26-47/thumb.png%3Fversion%3D1590637195?width=242&height=136&quality=60&format=jpg&version=1590637195&fit=fill&background=000000
コードギアス 反逆のルルーシュIII 皇道,https://abm.hayabusa.media/series/13-85/thumb.png%3Fversion%3D1564739216?width=242&height=136&quality=60&format=jpg&version=1564739216&fit=fill&background=000000
魔道祖師,https://abm.hayabusa.media/series/26-132/thumb.png%3Fversion%3D1608545342?width=242&height=136&quality=60&format=jpg&version=1608545342&fit=fill&background=000000
コードギアス 反逆のルルーシュＩ 興道,https://abm.hayabusa.media/series/13-83/thumb.png%3Fversion%3D1561023852?width=242&height=136&quality=60&format=jpg&version=1561023852&fit=fill&background=000000
劇場版 銀魂 新訳紅桜篇,https://abm.hayabusa.media/series/13-52/thumb.png%3Fversion%3D1576720901?width=242&height=136&quality=60&format=jpg&version=1576720901&fit=fill&background=000000
映画クレヨンしんちゃん,https://abm.hayabusa.media/series/551-1/thumb.png%3Fversion%3D1614928736?width=242&height=136&quality=60&format=jpg&version=1614928736&fit=fill&background=000000
痛いのは嫌なので防御力に極振りしたいと思います。,https://abm.hayabusa.media/series/54-43/thumb.png%3Fversion%3D1577441208?width=242&height=136&quality=60&format=jpg&version=1577441208&fit=fill&background=000000
おそ松さん第3期,https://abm.hayabusa.media/series/15-24/thumb.png%3Fversion%3D1602585243?width=242&height=136&quality=60&format=jpg&version=1602585243&fit=fill&background=000000
バック・アロウ,https://abm.hayabusa.media/series/26-131/thumb.png%3Fversion%3D1608545812?width=242&height=136&quality=60&format=jpg&version=1608545812&fit=fill&background=000000
乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,https://abm.hayabusa.media/series/169-72/thumb.png%3Fversion%3D1585829592?width=242&height=136&quality=60&format=jpg&version=1585829592&fit=fill&background=000000
オルタンシア・サーガ,https://abm.hayabusa.media/series/26-129/thumb.png%3Fversion%3D1608545856?width=242&height=136&quality=60&format=jpg&version=1608545856&fit=fill&background=000000
五等分の花嫁スペシャルイベント,https://abm.hayabusa.media/series/189-25/thumb.png%3Fversion%3D1588841366?width=242&height=136&quality=60&format=jpg&version=1588841366&fit=fill&background=000000
夏目友人帳 伍,https://abm.hayabusa.media/series/190-25/thumb.png%3Fversion%3D1607597351?width=242&height=136&quality=60&format=jpg&version=1607597351&fit=fill&background=000000
