id,title
942,バチカン奇跡調査官 OVA「魔女のスープ」
943,ソードガイ The Animation
950,ハイスクールD×D HERO
953,ラストピリオド -終わりなき螺旋の物語-
955,キャラとおたまじゃくし島
964,STEINS;GATE 0
968,重神機パンドーラ
973,SERVAMP-サーヴァンプ- -Alice in the Garden-
977,僕のヒーローアカデミア (第3期)
979,あはれ！名作くん (第3期)
980,信長の忍び〜姉川・石山篇〜
982,ひそねとまそたん
983,鬼灯の冷徹 (第弐期その弐)
992,奴隷区 The Animation
994,キャプテン翼 (2018)
997,PEACE MAKER 鐵  前篇 想道 (オモウミチ)
999,食戟のソーマ 餐ノ皿 遠月列車篇
1001,Commander Clark (コマンダー・クラーク)
1002,曇天に笑う<外伝> ～宿命、双頭の風魔～
1003,名探偵コナン ゼロの執行人
1006,宇宙戦艦ヤマト2202 愛の戦士たち 第五章「煉獄篇」
1007,劇場版プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～
1008,コードギアス 反逆のルルーシュIII 皇道
1009,それいけ！アンパンマン かがやけ！クルンといのちの星
1010,妖精てぃんてぃん (タテアニメ)
1011,鹿楓堂 よついろ日和
1012,デュエル・マスターズ！
1013,機動戦士ガンダム THE ORIGIN VI 誕生 赤い彗星
1015,ゲゲゲの鬼太郎 (2018)
1016,バーフバリ 失われた伝説 シーズン3
1017,ねこねこ日本史 (第3シリーズ)
1018,わしも-wasimo-(第6シリーズ)
1019,ベイブレードバースト 超ゼツ
1020,ふるさと 日本の昔ばなし セレクション
1021,テレビ野郎 ナナーナ
1022,フューチャーカード バディファイトX オールスターファイト
1023,めしぬま。 (タテアニメ)
1024,マーベル ガーディアンズ・オブ・ギャラクシー
1025,Caribadix 2ndシーズン
1027,こねこのチー ポンポンらー大旅行
1028,ぱすてるらいふ
1031,僕の彼女がマジメ過ぎるしょびっちな件 第11話「お見せ、しちゃい…ましたね…／なんでも言うこと聞きますから～」
1033,ゴールデン道画劇場
1034,黒猫モンロヲ
1035,ちびあいりんのゆるやかな日常 (タテアニメ)
1036,おしゃべり唐あげ あげ太くん シーズン2
1037,劇場版 ひらがな男子 ～序～
1038,アグレッシブ烈子 (2018)
1039,15歳、今日から同棲はじめます。 (タテアニメ)
1040,もしもし、てるみです。 (タテアニメ)
1043,GODZILLA 決戦機動増殖都市
1044,ニンジャバットマン
1045,毛虫のボロ
1046,クレヨンしんちゃん 爆盛！カンフーボーイズ ～拉麺大乱～
1047,少年アシベ GO!GO!ゴマちゃん(第3シリーズ)
1048,おしりたんてい 
1051,おあむ物語 その夏、わたしが知ったこと
1052,レディスポ
1053,カードファイト!! ヴァンガード (2018)
1054,外環開通スペシャルムービー
1055,劇場版 UNDER THE DOG Jumbled
1056,放課後ミッドナイターズ ショートムービーズ Season 2
1058,からめるハニー (タテアニメ)
1059,ハクメイとミコチ OVA「ネジとベッド と 囲炉裏と博打」
1060,Free!-Dive to the Future- 第0話「早春のビルドアップ！」
1061,アイドルマスター SideM 特別編「PASSION of the PASSION」
1062,モンスターストライク 第3期
1063,劇場版 七つの大罪 天空の囚われ人
1065,進撃の巨人 Season 3 Part.1
1066,じょしおちっ！～2階から女の子が…降ってきた!?～
1069,K SEVEN STORIES Episode 3「R:B ～BLAZE～」
1070,アンゴルモア 元寇合戦記
1071,アイドルマスター シンデレラガールズ劇場 3rd SEASON
1075,バキ 最凶死刑囚編
1078,劇場版ポケットモンスター みんなの物語
1081,劇場版 フリクリ プログレ
1085,Back Street Girls -ゴクドルズ-
1087,中間管理録トネガワ
1089,兄に付ける薬はない！2 -快把我哥帯走2-
1092,僕のヒーローアカデミア THE MOVIE ～2人の英雄～
1098,秘密結社 鷹の爪 GG
1102,銀魂. 銀ノ魂篇(後半戦)
1103,劇場版 若おかみは小学生！
1106,ISLAND (アイランド)
1109,ONE PIECE エピソードオブ空島
1115,K SEVEN STORIES Episode1「R:B～BLAZE～」
1116,詩季織々
1118,からかい上手の高木さん OVA
1119,ロード オブ ヴァーミリオン 紅蓮の王
1120,ぷれぷれぷれあです3
1122,"ヴァイオレット・エヴァーガーデン Extra Episode「きっと""愛""を知る日が来るのだろう」"
1123,サウスパーク シーズン22
1124,魔道祖師 前塵篇
1126,ロボットガールズNEO
1127,劇場版 夏目友人帳 ～うつせみに結ぶ～
1128,約束の七夜祭り
1129,学園ベビーシッターズ 第13話(OVA)
1130,オコジョとヤマネ
